(Parent) ASIN,(Child) ASIN,Title,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0F6YTV5NF,B0F6YTV5NF,Pitted Hojiblanca Black Olives 4.1kg – Pack of 3 – Premium Spanish Olives in Brine,1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F74D497X,B0F74D497X,Odysea Roman Long Stem Artichokes in Sunflower Oil 2kg – Premium Italian Antipasti,6,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F74J3H5H,B0F74J3H5H,Odysea Roman Long Stem Artichoke in Sunflower Oil 2kg (Pack of 6),2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F74Q6K3Q,B0F74Q6K3Q,Triple Lion - Garlic Puree - 1kg - (Pack of 6),2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F7F7S1J4,B0F7F7S1J4,"Cadbery Flake 99 Milk Chocolate Bars, Perfect for Ice Creams, Baking and Culinary Use (Box of 144 Bars)",8,0,0.00%,0.00%,8,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F7LXJS5D,B0F7LXJS5D,Cacao Barry Extra Brute & Plein Arôme Cocoa Powder Bundle – 2 x 1kg Premium Baking Cocoa Callebaut,17,0,0.00%,0.00%,23,0,0.00%,0.00%,80.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F7LZ92WH,B0F7LZ92WH,Gale's Lemon Curd 3.18kg (Pack of 2) – Premium Catering-Grade Spread,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F7M22Z5X,B0F7M22Z5X,Cranberry Sauce 2.5kg (Pack of 2) – Classic Sweet & Tart Sauce for Roasts & Festive Meals,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F7M3THW7,B0F7M3THW7,Parkers Green Peeled Pistachios 1kg – Premium Quality Nuts for Culinary Use,5,0,0.00%,0.00%,6,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F7M6CCKK,B0F7M6CCKK,Osprio Yellow Split Peas 4 x 3kg – Bulk Case (12kg) – Premium Pulses for Soups & Curries,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F7MH9HXQ,B0F7MH9HXQ,Osprio Cous Cous 1kg – Premium Durum Wheat Semolina Couscous for Cooking & Baking,1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F7MSNS29,B0F7MSNS29,Douwe Egberts Filter Coffee Sachets 45 x 50gm,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F7R11Z5K,B0F7R11Z5K,Douwe Egberts Traditional Filter Coffee Sachets – Pack of 45 x 50g (Total 2250g) + Filters – Smooth & Rich Coffee Blend,37,9,0.00%,0.03%,48,11,0.00%,0.03%,34.78%,18.18%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F7RG9SR5,B0F7RG9SR5,"Osprio Gluten Free Panko Breadcrumbs – 15kg Sack | Ideal for Frying, Baking, and Breading | Light, Crispy, and Gluten-Free | Bulk Pack for Professional Use",6,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F8P4WLBQ,B0F8P4WLBQ,Lee Kum Kee Panda Brand Oyster Sauce,3,0,0.00%,0.00%,3,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F8PCKWQG,B0F8PCKWQG,The Bay Tree Spiced Apple & Onion Chutney – 6 x 1.2kg | Sweet & Savoury Chutney for Cheese & Roast Meats,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F8R8FN6H,B0F8R8FN6H,Forvm Cabernet Sauvignon Vinegar – 6 x 500ml | Spanish Red Wine Vinegar Aged in Oak Barrels,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F8R9G1TV,B0F8R9G1TV,Centaur - Duck Fat - 1kg - (Pack of 6),3,0,0.00%,0.00%,3,0,0.00%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F8W5NS5Z,B0F8W5NS5Z,Belvoir - Freshly Squeezed Lemonade - 12 x 275ml,21,0,0.00%,0.00%,24,0,0.00%,0.00%,91.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F8W67RJT,B0F8W67RJT,Primoriso Arborio Rice 1kg,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F99XGBV1,B0F99XGBV1,Triple Lion Cayenne Pepper 500g | Ground Hot Chilli Powder | Spicy Seasoning for Cooking & Marinades,1,1,0.00%,0.00%,1,1,0.00%,0.00%,100.00%,100.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F99YWQ69,B0F99YWQ69,Triple Lion Cayenne Pepper 500g – Pack of 6 | Ground Hot Chilli | Bulk Spicy Seasoning for Cooking,1,1,0.00%,0.00%,1,1,0.00%,0.00%,100.00%,100.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F9FKGRZW,B0F9FKGRZW,Triple Lion Mild Curry Powder 500g (Pack of 6) | Aromatic Spice Blend for Everyday Cooking,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F9FM71N8,B0F9FM71N8,"Triple Lion Mixed Spice 450g – Pack of 6 | Aromatic Blend for Baking, Desserts & Cooking",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F9FSJF6G,B0F9FSJF6G,Lee Kum Kee Sauce,10,0,0.00%,0.00%,10,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F9ZDQ4RN,B0F9ZNLMCN,"Brioche Bun, No Seeds, 6 per Bag, Sliced (12-42 pcs) St Pierres (42 Buns (7 Bags Of 6 Buns))",2,0,0.00%,0.00%,5,0,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0F9ZDQ4RN,B0FB1FKYSW,"Brioche Bun, No Seeds, 6 per Bag, Sliced (12-42 pcs) St Pierres (12 Buns (2 Bags of 6))",4,0,0.00%,0.00%,4,0,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FB41PV3V,B0FB41PV3V,Mona Lisa by Callebaut – Chocolate Pencils Bundle 2 x 900g (White & Dark) | Gourmet Decoration,7,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FBX55K73,B0FBX55K73,"Osprio Easy Cook Long Grain Rice – 3 x 5kg | Parboiled White Rice | Fluffy, Non-Sticky | Bulk Catering Pack",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FC6ZG94V,B0FC6YR58K,"Sweetened Condensed Milk, 397g Tins (Pack of 1)",24,0,0.00%,0.00%,30,0,0.00%,0.00%,32.14%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FC6ZG94V,B0FC6ZBGR7,"Sweetened Condensed Milk, 397g Tins (Pack of 4)",4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FC6ZG94V,B0FC6ZFXT4,"Sweetened Condensed Milk, 397g Tins (Pack of 6)",45,3,0.01%,0.01%,49,3,0.01%,0.01%,83.33%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FC6ZG94V,B0FC71QMD5,"Sweetened Condensed Milk, 397g Tins (Pack of 2)",6,0,0.00%,0.00%,6,0,0.00%,0.00%,33.33%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FC8BB2NY,B0FC88B9K7,Brioche Loaf St Pierres Pre Sliced 500g (7x500g),2,0,0.00%,0.00%,3,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FC8BB2NY,B0FC8LQWKP,Brioche Loaf St Pierres Pre Sliced 500g (1x500g),2,0,0.00%,0.00%,5,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FC8BB2NY,B0FC8N42XZ,Brioche Loaf St Pierres Pre Sliced 500g (4x500g),3,0,0.00%,0.00%,6,0,0.00%,0.00%,33.33%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FCMWLHXT,B0FCMWLHXT,Folkington's - GINGER BEER (Glass) - 12 x 330ml,3,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FCMYY351,B0FCMYY351,Folkington's - Sparkling ELDERFLOWER Presse (Glass) - 12 x 330ml,7,1,0.00%,0.00%,8,1,0.00%,0.00%,100.00%,100.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FCP66KTD,B0FCP66KTD,Fried Onion Powder x 1,8,0,0.00%,0.00%,14,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FCZ54TN1,B0FCZ54TN1,Perelló Smoked Catalan Almonds – 1 kg | Traditional Premium Spanish Snack | Lightly Salted & Oak‑Smoked,30,0,0.00%,0.00%,35,0,0.00%,0.00%,70.59%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FCZSYS8V,B0FCZSYS8V,"Perelló Baby Capers in Salt – 1 kg | 7 mm Premium Pickled Capers | Natural, Vegan, Gluten-Free",8,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FD279QFN,B0FD279QFN,"Tate & Lyle Fairtrade Granulated Sugar, 1kg",1,1,0.00%,0.00%,1,1,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FD4RX49B,B0FD4RX49B,"Two Farmers Crisps, Salt & Cider Vinegar Hand Cooked Crisps, Vegan and Vegetarian, Gluten Free, 100% Compostable Bags, 12 x 150g",2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FDL85CFC,B0FDL85CFC,Mrs Elswood Classic Pickle Bites 1 x pouch 50g,2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FDN3NNKM,B0FDM9VTV6,"Barista Milk Alpros Coconut, Soya or Almond 2x1L (2x1L Coconut)",71,4,0.01%,0.01%,81,4,0.01%,0.01%,7.79%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FDN3NNKM,B0FDMTZ1TH,"Barista Milk Alpros Coconut, Soya or Almond 2x1L (6x1L (2 Each))",4,0,0.00%,0.00%,4,0,0.00%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FDN3NNKM,B0FDN1FG3F,"Barista Milk Alpros Coconut, Soya or Almond 2x1L (2x1L Almond)",6,0,0.00%,0.00%,8,0,0.00%,0.00%,85.71%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FFJ22CMD,B0FFJ22CMD,"Parkers Foodservice - Tricolour Quinoa 1 kg – Premium Red, White & Black Quinoa Blend | High‑Protein & Gluten‑Free",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FFJM39DN,B0FFJM39DN,"Parkers Foodservice – Bulgur Wheat 1 kg | High-Fibre Cracked Wheat | Ideal for Salads, Pilafs & Meal Prep",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FFN1R8HT,B0FFN1R8HT,Parkers Foodservice – White Quinoa 1 kg | High‑Protein Gluten‑Free Grain for Salads & Bowls,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FFNQQT4H,B0FFNQQT4H,"Heinz Mayonnaise 2 × 2.15 L – Classic Creamy Spread & Dip – Perfect for Sandwiches, Salads & Cooking",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FFTGJSX6,B0FFTGJSX6,Dispo Biodegradable Double Wall Kraft Coffee Cups 12 oz – Pack of 500 Compostable Hot Drink Cups,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FFTLN5JN,B0FFTLN5JN,Parkers Foodservice Dried Banana Chips 1 kg – Sweet Crunchy Snack | Bulk Foodservice Bag,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FGKFXNFR,B0FGLDJ5CX,"Custard Ready to serve 4 x 1000ml - Egg Free Gluten Free Custard cream, Creamy & Delicious (4 x 1000ml)",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FGQHKVJM,B0FGQHKVJM,Robert Handy Roll 350‑Sheet Cloth Roll – All‑Purpose Non‑Woven Cleaning Cloth,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FGQPZZH5,B0FGQPZZH5,Callebaut Cocoa Nibs 4 × 800 g – Roasted Cocoa Bean Crunch for Desserts & Baking,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FGYFCX8T,B0FGYF6VK3,Caterwrap Silicon Coated Baking Parchment Paper 300mm x 50m,8,0,0.00%,0.00%,8,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FGYFCX8T,B0FGYG2YT4,Caterwrap Silicon Coated Baking Parchment Paper 300mm x 50m (6 Rolls),1,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FH4FPSRZ,B0FH4FPSRZ,Snickeers Chocolate Bar 24 x 50g Bars | IDEAONIC,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FH71W4JS,B0FH71W4JS,"Dried Turkish Raisins 1 kg – Sweet, Free-Flowing & Soft – by Parkers Foodservice",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FH73QQLJ,B0FH73QQLJ,Thick Chipped Desiccated Coconut 1 kg – Medium Cut White Flakes – by Parkers Foodservice,9,0,0.00%,0.00%,10,0,0.00%,0.00%,70.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FHL2Y64N,B0FHL2Y64N,"Callebaut Chocolate Callets Bundle – 6 × 400 g (Gold, 811, 823, 70‑30‑38, W2 White, RB2 Ruby)",72,0,0.01%,0.00%,92,0,0.01%,0.00%,91.76%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FHQBMMYX,B0FHQBMMYX,La Española Pomace Oil Blend – 5 Litre Plastic Bottle,27,1,0.00%,0.00%,32,1,0.00%,0.00%,12.90%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FHQLGP1K,B0FHQLGP1K,Rosemary & Garlic Meat Glaze 2.5 kg – Dry Powder Coating for Butchers & Roasting – MG017,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FHR9YLY4,B0FHR9YLY4,"ManiLife Peanut Butter, 900g Tub - Rich and Intense Vegan Peanut Butter Made from Single Origin Grade-A Argentine Peanuts - No Palm Oil, No Added Sugar, No GMOs",6,0,0.00%,0.00%,6,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FHVKHZJV,B0FHVKHZJV,"FAKHRI Pure Demerara Unrefined Cane Sugar 3kg – Natural Golden Crystals for Baking, Coffee, Tea & Sweets | Rich Flavor, Wholesome Sweetener",3,0,0.00%,0.00%,3,0,0.00%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ2BQ772,B0FJ2BQ772,Sliced Pickled Beetroot 2.25 kg – Spirit Vinegar Pickled Beetroot for Salads & Garnishes,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ2NGW3T,B0FJ2NGW3T,Celebration Chocolate Tub – 500 g Sharing Tub | Variety of Mini Bars | Vegetarian-Friendly | Suitable for All Occasions | Iconic Variety in One Tub,121,4,0.02%,0.01%,146,6,0.01%,0.02%,33.33%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ2QBXSL,B0FJ2QBXSL,"Quality Chocolate Tub – 550 g Assorted Milk & Dark Chocolates, Toffees & Fruit Cremés – Individually Wrapped Festival Box – Vegetarian Friendly | Iconic Chocolate Selection",739,11,0.10%,0.04%,924,11,0.09%,0.03%,0.12%,11.11%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ2QTV1X,B0FJ2QTV1X,"Quality Chocolate Tub – 550 g (Pack of 2) Assorted Milk & Dark Chocolates, Toffees & Fruit Cremés – Individually Wrapped Festival Box – Vegetarian Friendly | Iconic Chocolate Selection",15,0,0.00%,0.00%,22,0,0.00%,0.00%,15.79%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ2XHN8Z,B0FJ2XHN8Z,Pitted Mammoth Black Olives in Brine – Large Black Olives with Olive Oil & Salt – 2kg Drained Weight Tin,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ2YTKZ4,B0FJ2YTKZ4,Belvoir Raspberry Lemonade – Sparkling Raspberry & Lemon Drink – 12 × 275 ml Glass Bottles,8,1,0.00%,0.00%,11,1,0.00%,0.00%,100.00%,100.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ8W2LJX,B0FJ8W2LJX,La Española Pomace Oil Blend – 5 Litre Plastic Bottle - (case of 3),3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ91PW92,B0FJ91PW92,Lee Kum Kee Chiu Chow Chilli Oil Sauce,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJ9FNYJ6,B0FJ9FNYJ6,Lee Kum Kee Premium Soy Sauce,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJMP7HMB,B0FJMP31F3,Compostable Refuse Sacks – 70L Biodegradable Bin Liners – 10 Bags per Roll – Box of 30 Rolls,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJMP498V,B0FJMP498V,"Medium‑Duty Black Refuse Sacks – 200 Pack, 90l (457×737×965 mm) – General Waste Liners - (YESERSA4A110)",1,1,0.00%,0.00%,1,1,0.00%,0.00%,100.00%,100.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJMS3J8L,B0FJMS3J8L,"Extra Heavy Duty Black Refuse Sacks 1 × 200 (457 × 737 × 965 mm), 90L, 20kg capacity (YESERSA4A120)",5,0,0.00%,0.00%,7,0,0.00%,0.00%,16.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJSKD19J,B0FJSKD19J,McVitie's Twin Pack Biscuits,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FJYJVQ2F,B0FJYJVQ2F,"Tate & Lyle Pure Demerara Sugar – 3 kg Bag (Pack of 2) | Medium‑crystal Light Brown Cane Sugar with Natural Caramel Notes – Vegan, Kosher, Gluten‑Free | Distinctive Texture & Aromatic Profile",19,1,0.00%,0.00%,23,1,0.00%,0.00%,19.05%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FK8RZF8B,B0FK8RZF8B,"SNICK BAR Chocolate Candy Bars Bulk Pack – 24 Count – Peanut, Nougat & Caramel Snack Size Treats for Parties, Office, or On-the-Go, Ideal for Chrsitmas, Chocolate Lovers, Birthday & Gifts",66,1,0.01%,0.00%,74,1,0.01%,0.00%,75.76%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FKBXS9XR,B0FKBXS9XR,Atora Suet for Traditional Cooking,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FKBY3G7R,B0FKBY3G7R,"Tate & Lyle White Sugar Sachets – 2000 × 2.5 g Single‑Serve Sachets (Total 5kg) | Pure Cane Granulated Sugar – Vegan, Halal, Kosher, Just-Sweet",84,22,0.01%,0.08%,111,28,0.01%,0.08%,0.93%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FKH4M4FF,B0FKH4M4FF,"Tate & Lyle Fairtrade Demerara Rough Cut Sugar Cubes – 1 kg (Pack of 8)| Fairtrade Cane Sugar Cubes, Naturally Sweet & Aromatic – Ideal for Coffee, Tea & Cocktails",37,3,0.00%,0.01%,52,3,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FKNH2S7L,B0FKNH2S7L,"Healthy Breakfast Bundle – Jumbo Porridge Oats, Luxury Seed Mix & Turkish Raisins | Natural, High-Fiber, Vegan | 3 x 1kg Packs by Parker’s",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FKNHPYPN,B0FKNHPYPN,Mellow Yellow Honey & Mustard Salad Dressing – 2 Litre Bottle – British Cold‑Pressed Rapeseed Oil with Honey & Wholegrain Mustard – Vegan & Gluten‑Free,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FKNKJ28B,B0FKNKJ28B,"Mellow Yellow Classic Vinaigrette Dressing – 2 L Bottle – British Cold‑Pressed Rapeseed Oil with White Wine Vinegar & Herbs – Vegan, Gluten‑Free",3,0,0.00%,0.00%,3,0,0.00%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FKNP2S89,B0FKNP2S89,"OSCAR - Premium Black Garlic Paste – 580 g Jar – Rich Umami Fermented Garlic Seasoning, Vegan & Gluten-Free",4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FKNP6YXW,B0FKNP6YXW,"Mellow Yellow Balsamic Vinegar Dressing 2L – British Cold-Pressed Rapeseed Oil Vinaigrette with Apple Balsamic, Garlic & Basil – Vegan, Gluten-Free, Dairy-Free – Catering Size",4,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FL2RSGFD,B0FL2RSGFD,"Tate & Lyle Agave Syrup 325g – 6-Pack (Vegan, Gluten-Free, Kosher) – Naturally Sweet Blue Agave Syrup",4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FL2WYHW9,B0FL2WYHW9,GOMO Nduja Paste 800gm,5,0,0.00%,0.00%,5,0,0.00%,0.00%,80.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FL2XHR93,B0FL2XHR93,"Buchanan’s Granola – 1 kg – Crispy Oats, Raisins & Seeds Mix with Vanilla",5,0,0.00%,0.00%,5,0,0.00%,0.00%,80.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FL2XXK4L,B0FL2XXK4L,Buchanan's Ground Almonds – 1kg | 100% Pure Almonds | Vegan & Vegetarian Friendly | Ideal for Baking & Cooking,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FL3K3XMS,B0FL3K3XMS,"Callebaut - Van Gogh Marbled Chocolate Pencils – 900 g Box – Belgian Dark & White Chocolate Decoration Rods for Cakes, Desserts & Desserts",8,2,0.00%,0.01%,9,3,0.00%,0.01%,77.78%,100.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FL3L97S8,B0FL3L97S8,"Callebaut Premium 41% Milk Chocolate Callets – 2.5 kg Bag – Medium Fluidity Couverture for Baking, Enrobing & Ganache",26,0,0.00%,0.00%,30,0,0.00%,0.00%,93.33%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FL7SF85V,B0FL7SF85V,Callebaut Cocoa Nibs  800 g – Roasted Cocoa Bean Crunch for Desserts & Baking,28,1,0.00%,0.00%,31,1,0.00%,0.00%,96.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FL87F4V7,B0FL87F4V7,Fontinella Mandarin Orange Segments in Light Syrup – 820 g Tin – Premium Canned Mandarin Segments,5,0,0.00%,0.00%,5,0,0.00%,0.00%,60.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FL8Q3JDV,B0FL8Q3JDV,Fontinella Mandarin Segments in Light Syrup – Case of 6 x 820g Tins – Bulk Canned Citrus Fruit for Foodservice,3,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
B0FLDKPZ81,B0FLDKPZ81,Fontinella Sliced Green Jalapeños in Brine – 800 g Jar – Spicy Pickled Jalapeño Pepper Slices - (Pack of 12),2,1,0.00%,0.00%,2,1,0.00%,0.00%,100.00%,100.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0
