parent_asin,child_asin,title,sku,sessions_total,sessions_b2b,session_percentage_total,session_percentage_b2b,page_views_total,page_views_b2b,page_views_percentage_total,page_views_percentage_b2b,buy_box_percentage,buy_box_percentage_b2b,units_ordered,units_ordered_b2b,unit_session_percentage,unit_session_percentage_b2b,sales_total,sales_b2b,order_items_total,order_items_b2b,conversion_rate,avg_order_value,revenue_per_session,is_prime,sku_category
B07CYTX6MD,B07CYTX6MD,"Callebaut 4 x 400g Bundle - Finest Belgian Dark, Milk & White Chocolate Couverture (Callets)",BUNDLE007 - 001,220,3,0.12,0.06,278,3,0.12,0.05,46.4,100.0,11,1,5.0,33.33,461.78,41.98,10,1,5.0,41.98,2.0989999999999998,False,BUNDLE
B07WG88WG1,B07WG88WG1,Firefly Botanical Vegan Peach & Green Tea Fruit Drink (12 x 330ml),FIREF001 - 001 Prime,50,0,0.03,0.0,65,0,0.03,0.0,98.31,0.0,11,0,22.0,0.0,252.34,0.0,10,0,22.0,22.94,5.0468,True,FIREF
B0865SRC76,B0865SRC76,Freshers Blackcurrant Squash Drink No Added Sugar 5 Litre,COR21A - 004 Prime,25,7,0.01,0.15,29,10,0.01,0.16,48.28,10.0,18,6,72.0,85.71,214.02,71.34,10,2,72.0,11.89,8.5608,True,COR
B08DVX85DV,B08B8RZX4C,"Alpen No Added Sugar Swiss Style Muesli Sachets, 45g (30 sachets)",CER25H - 002 Prime,57,2,0.03,0.04,77,2,0.03,0.03,88.57,0.0,10,0,17.54,0.0,162.0,0.0,10,0,17.543859649122805,16.2,2.8421052631578947,True,CER
B09T3DYBGQ,B09T3DYBGQ,Bisto The Original Gravy Powder 3kg,GRA04 - 003 Prime,70,0,0.04,0.0,90,0,0.04,0.0,65.48,0.0,10,0,14.29,0.0,332.4,0.0,10,0,14.285714285714285,33.239999999999995,4.748571428571428,True,GRA
B0CP9MCTJ1,B0CP9MCTJ1,Ranson Roasted Nibbed Hazelnuts 1kg 2-4MM,NUT02 - 001 Prime,25,7,0.01,0.15,32,9,0.01,0.14,96.43,100.0,10,3,40.0,42.86,179.9,53.97,10,3,40.0,17.990000000000002,7.196000000000001,True,NUT
B0CTMZ5B7C,B0CTMZ5B7C,Ballerina Tinned Sweetcorn 2.125kg (Pack of 6),VEG13B - 003,103,3,0.06,0.06,142,4,0.06,0.06,99.22,100.0,11,0,10.68,0.0,390.73,0.0,10,0,10.679611650485436,35.52090909090909,3.793495145631068,False,VEG
B0D92SJGNN,B0D92T6K1P, ,CLE01HA - 001,39,5,0.02,0.11,52,5,0.02,0.08,97.96,80.0,11,0,28.21,0.0,235.29,0.0,10,0,28.205128205128204,21.39,6.033076923076923,False,CLE
B0DBM79FNT,B0DBM79FNT,Chef William - Panko Breadcrumbs (Sack) - 10kg,PANKO004 - 001 Prime,17,3,0.01,0.06,19,3,0.01,0.05,100.0,100.0,11,4,64.71,133.33,358.38,130.32,10,4,64.70588235294117,32.58,21.081176470588236,True,PANKO
B0DDTRT5CB,B0DDTSQC9X,Centaur - French Verjus De Perigord - 500ml (1 Bottle),VIN43A - 001 Prime,31,3,0.02,0.06,41,3,0.02,0.05,100.0,100.0,11,3,35.48,100.0,164.45,44.85,10,3,35.483870967741936,14.95,5.304838709677419,True,VIN
B0DFHLHT1M,B0DFHLHT1M,"Parkers Foodservice Robert Scott - Microfibre Cloth Bundle - PINK, GREEN, BLUE - 3 x 10 x 40cm x 40cm",Bundle - 195 Prime,45,2,0.03,0.04,72,3,0.03,0.05,98.44,100.0,13,2,28.89,100.0,227.0,40.66,10,2,28.888888888888886,17.46153846153846,5.044444444444444,True,B
B0DQ1BG9JQ,B0DQ1BG9JQ,"Alexander Brass Mill Salt and Pepper Grinders, 20.32 cm, Set of 2",Alexander Bundle - 001 Prime,314,8,0.18,0.17,408,11,0.18,0.17,84.74,100.0,10,1,3.18,12.5,1221.45,143.7,10,1,3.1847133757961785,122.14500000000001,3.889968152866242,True,A
B004J8G8UK,B004J8G8UK,"Knorr Gluten Free Chicken Paste Bouillon, 1 kg",BOU03 - 005,90,2,0.05,0.04,102,2,0.04,0.03,89.9,100.0,9,0,10.0,0.0,290.16,0.0,9,0,10.0,32.24,3.224,False,BOU
B07TLDK9XJ,B008SAUDEM,Yutaka Wasabi Peas 2kg | Crunchy Japanese Snack with Spicy Wasabi Kick – Gluten-Free,BAR04A - 001,371,11,0.21,0.24,514,16,0.22,0.25,15.64,0.0,9,0,2.43,0.0,172.35,0.0,9,0,2.4258760107816713,19.15,0.46455525606469,False,BAR
B00BEVX006,B00BEVX006,Valrhona White Baking Chocolate Chips 35% (Ivory) 1 kg,VALRHO017 - 001 Prime,49,1,0.03,0.02,59,1,0.03,0.02,87.5,100.0,15,0,30.61,0.0,625.53,0.0,9,0,30.612244897959183,41.702,12.765918367346938,True,VALRHO
B00CBJX8YI,B00CBJX8YI,"Folkington's Fruit Juice, Cloudy Apple Juice, 12 Glass Bottles, Pure Fruit Juice, Multipack 12 x 250 ml",FOL01 - 002,56,5,0.03,0.11,67,6,0.03,0.09,95.24,100.0,10,3,17.86,60.0,238.1,71.43,9,2,17.857142857142858,23.81,4.251785714285714,False,FOL
B00DI7R7SU,B00DI7R7SU,capote capers in vinegar 9-11mm 1kg drained weight,CAP01B Prime,56,2,0.03,0.04,68,2,0.03,0.03,98.48,100.0,14,2,25.0,100.0,188.86,26.98,9,2,25.0,13.49,3.3725,True,CAP
B00DI7R7SU,B00DI7R7SU,capote capers in vinegar 9-11mm 1kg drained weight,CAP01B,56,2,0.03,0.04,68,2,0.03,0.03,98.48,100.0,11,0,19.64,0.0,133.98,0.0,9,0,19.642857142857142,12.18,2.3924999999999996,False,CAP
B01M7539CK,B00DX05G4Y,"CHEF Jus de Veau Lié Thickened Veal Jus, 900 g",CHEFPA06A - PR2,178,1,0.1,0.02,211,1,0.09,0.02,40.1,0.0,10,0,5.62,0.0,205.6,0.0,9,0,5.617977528089887,20.56,1.155056179775281,False,CHEFPA
B0104R0FRG,B0104R0FRG,Dijona French Dijon Mustard 5kg Box Tub Authentic Chefs Quality Catering Size (Product of France),MUSTAR01,16,1,0.01,0.02,18,1,0.01,0.02,82.35,100.0,24,18,150.0,,551.28,413.46,9,5,150.0,22.97,34.455,False,MUSTAR
B01DDG8Q7G,B01DDG8Q7G,Callebaut Powerful 80 Percent Dark Chocolate Callets 2.5 kg,CAL08A - 004,69,3,0.04,0.06,94,4,0.04,0.06,42.05,100.0,9,1,13.04,33.33,541.35,60.15,9,1,13.043478260869565,60.150000000000006,7.845652173913043,False,CAL
B01GU0TK22,B01GU0TK22,Active Dry Yeast Fermipan Red,BAK01 - 010 Prime,72,0,0.04,0.0,92,0,0.04,0.0,85.37,0.0,22,12,30.56,0.0,172.92,94.32,9,1,30.555555555555557,7.859999999999999,2.4016666666666664,True,BAK
B073SFB97S,B073SFB97S,Mezzetta Sliced Tamed Jalapeño Peppers 425g,VEG12J - 001,40,0,0.02,0.0,48,0,0.02,0.0,46.67,0.0,16,0,40.0,0.0,117.12,0.0,9,0,40.0,7.32,2.928,False,VEG
B077BJ882X,B077BJ882X,McDougalls Fish Batter Mix - 4x3.5kg,MCD05E,36,2,0.02,0.04,47,2,0.02,0.03,67.39,100.0,9,0,25.0,0.0,471.03,0.0,9,0,25.0,52.336666666666666,13.084166666666667,False,MCD
B0C3WPQ1NS,B07PN6YHPP,"Belazu Rose Harissa Paste, 170 g, Pack of 2",SPI12AA - 003,129,1,0.07,0.02,145,1,0.06,0.02,72.79,100.0,10,0,7.75,0.0,112.9,0.0,9,0,7.751937984496124,11.290000000000001,0.8751937984496124,False,SPI
B07SSCJ7JR,B07SSCJ7JR,"Monin Chai Tea Coffee & Cocktail Syrup Glass Bottle 700ml (1 Bottle, No Pump)",MONINS07I,46,0,0.03,0.0,65,0,0.03,0.0,96.43,0.0,11,0,23.91,0.0,153.67,0.0,9,0,23.91304347826087,13.969999999999999,3.340652173913043,False,MONINS
B085W3HF4M,B085W3HF4M,Triple Lion Professional Chef's Macaroni Elbows 100% Durum Wheat Semolina Pasta 3kg,PAS06 - 001,120,3,0.07,0.06,169,5,0.07,0.08,82.64,100.0,11,2,9.17,66.67,108.46,19.72,9,2,9.166666666666666,9.86,0.9038333333333333,False,PAS
B0B9FRDBF5,B08R7LDBTZ,Essential Cuisine Lobster Glace 600g,GLA01 - 005,43,4,0.02,0.09,55,5,0.02,0.08,93.62,100.0,13,3,30.23,75.0,443.3,102.3,9,2,30.23255813953488,34.1,10.309302325581395,False,GLA
B08TM1BDC6,B08TM1BDC6,"Lefktro Extra Virgin Olive Oil 5L, Pure Spanish Olive Oil, Perfect For Everyday Cooking, Marinades And Salad Dressings, Great Store Cupboard Staple, 1 x 5 Litre Bottle",OIL02G - 002,180,5,0.1,0.11,232,7,0.1,0.11,96.63,100.0,9,0,5.0,0.0,317.21,0.0,9,0,5.0,35.245555555555555,1.7622777777777776,False,OIL
B08TMV1CGB,B08TMV1CGB,Capers in Brine 1.7KG Lefktro,CAP02B,42,0,0.02,0.0,53,0,0.02,0.0,100.0,0.0,12,1,28.57,0.0,168.12,14.01,9,1,28.57142857142857,14.01,4.002857142857143,False,CAP
B0BLWDX5Y2,B0BLWDX5Y2,Colac Banana Topping Sauce 1kg,TOP15 - 001,55,0,0.03,0.0,64,0,0.03,0.0,96.43,0.0,10,1,18.18,0.0,136.5,13.65,9,1,18.181818181818183,13.65,2.481818181818182,False,TOP
B0C4FGTNRB,B0C4FGTNRB,Roquito® Sliced Sweet Chilli Peppers – 3kg,MED33F - 001 Prime,47,4,0.03,0.09,50,4,0.02,0.06,97.96,100.0,17,10,36.17,250.0,269.62,158.6,9,4,36.17021276595745,15.86,5.7365957446808515,True,MED
B0CD7WJGVM,B0CD7Z3H81,"Crusha Milk Shake Syrup 1ltr (Banana, 1)",CRUSHA001 - 003,193,1,0.11,0.02,260,1,0.11,0.02,96.54,0.0,9,0,4.66,0.0,82.98,0.0,9,0,4.66321243523316,9.22,0.4299481865284974,False,CRUSHA
B0CFB8YHPN,B0CFB5M7BH,"Mars, Kinder, Cadbury and Nestle Chocolate Bulk Buy (Mars 24 x 51g Box, (1 Pack))",CHO31B - 008 Prime,137,7,0.08,0.15,158,10,0.07,0.16,78.01,0.0,10,0,7.3,0.0,194.1,0.0,9,0,7.2992700729927,19.41,1.4167883211678831,True,CHO
B0CJQKPVZ8,B0CJQJRFDC,Firefly Still Botanical Drinks in Glass 330ml (Pack of 12) Peach & Green Tea,FIREF001 - 003 Prime,45,3,0.03,0.06,52,4,0.02,0.06,100.0,100.0,9,0,20.0,0.0,206.46,0.0,9,0,20.0,22.94,4.588,True,FIREF
B0CLSD66C4,B0CLSD66C4,"Freee Flour Selection Pack | White Bread, Brown Bread, Self Raising White & Plain White | One of Each 1kg Pack | Free from Gluten",Doves Bundle - 002 Prime,80,0,0.04,0.0,117,0,0.05,0.0,98.11,0.0,9,0,11.25,0.0,151.56,0.0,9,0,11.25,16.84,1.8945,True,D
B0CTMW5SHC,B0CTMW5SHC,Ballerina Tinned Sweetcorn 2.125kg (Pack of 2),VEG13B - 002 Prime,51,1,0.03,0.02,60,1,0.03,0.02,98.28,100.0,13,0,25.49,0.0,210.91,0.0,9,0,25.49019607843137,16.223846153846154,4.135490196078432,True,VEG
B0CV4G7YM2,B0CV4G7YM2,"Premium Salted Caramel sauce | 2 x Monin Salted Caramel Sauce 500ml for Mochas, Coffee, Chocolate, Dessert Sauce, ice cream topping and more",MONINT03 - 004,394,4,0.22,0.09,505,5,0.22,0.08,20.4,50.0,10,2,2.54,50.0,179.9,35.98,9,1,2.5380710659898478,17.990000000000002,0.4565989847715736,False,MONINT
B0D5D7ZHMC,B0D5D9B5BK,"Firefly (12 x 330ml, PEACH & GREEN TEA)",FIREF001 - 002 Prime,95,1,0.05,0.02,125,1,0.05,0.02,97.3,100.0,10,0,10.53,0.0,229.4,0.0,9,0,10.526315789473683,22.94,2.4147368421052633,True,FIREF
B0F3JNCLXJ,B0F3JNCLXJ,Grandma Wild's Assorted Biscuits (4 Variety) 100 x 2 Bisc,GRANDM001 - 001 Prime,92,6,0.05,0.13,101,7,0.04,0.11,98.99,100.0,13,3,14.13,50.0,385.97,89.07,9,3,14.130434782608695,29.69,4.195326086956522,True,GRANDM
B0F678TNLY,B0F678TNLY,Fontinella Solid Pack Apples – 2.6kg Tin | Pre-Prepared Apple in Natural Juice | Ideal for Baking and Cooking,FRU01B - 001 Prime,20,0,0.01,0.0,24,0,0.01,0.0,100.0,0.0,10,1,50.0,0.0,98.8,9.88,9,1,50.0,9.879999999999999,4.9399999999999995,True,FRU
B0F7R11Z5K,B0F7R11Z5K,Douwe Egberts Traditional Filter Coffee Sachets – Pack of 45 x 50g (Total 2250g) + Filters – Smooth & Rich Coffee Blend,COF22B - 007,35,7,0.02,0.15,41,7,0.02,0.11,51.22,85.71,9,8,25.71,114.29,488.16,433.92,9,8,25.71428571428571,54.24,13.947428571428572,False,COF
B0FBS8JL1G,B0FBS8JL1G,Penn State Original Sea Salted Pretzels – 33 x 30g | Baked Wheat Snacks | Vegan & Vegetarian | Individually Wrapped,PRETZEL002 - 001,67,7,0.04,0.15,81,11,0.04,0.17,52.0,18.18,9,5,13.43,71.43,253.71,140.95,9,5,13.432835820895523,28.19,3.7867164179104478,False,PRETZEL
B0027XXHSK,B0027XXHSK,barbera unfiltered extra virgin olive oil 1ltr two star great taste award winner 2011,OIL01B,48,1,0.03,0.02,61,1,0.03,0.02,98.25,100.0,8,0,16.67,0.0,184.88,0.0,8,0,16.666666666666664,23.11,3.8516666666666666,False,OIL
B003U4LPIY,B003U4LPIY,J. Leblanc Tarragon Vinegar (500ml),VIN26 - 001,39,2,0.02,0.04,51,5,0.02,0.08,97.87,100.0,8,0,20.51,0.0,104.48,0.0,8,0,20.51282051282051,13.06,2.678974358974359,False,VIN
B093CPH8Q9,B005TFYI0O,"Folkington's Tomato Juice, 12 Glass Bottles, Pure Juice, Multipack 12 x 250 ml",FOL06 - 001,66,1,0.04,0.02,83,1,0.04,0.02,92.21,100.0,8,1,12.12,100.0,190.48,23.81,8,1,12.121212121212121,23.81,2.8860606060606058,False,FOL
B0DX763BXB,B009C324QY,"Le Guerandais Celtic Coarse Grey Sea Salt In 1kg Bags, Hand Harvested In Guerande/France",SAL21 - 002,441,7,0.25,0.15,623,10,0.27,0.16,6.36,0.0,8,0,1.81,0.0,53.76,0.0,8,0,1.8140589569160999,6.72,0.1219047619047619,False,SAL
B093CPH8Q9,B00CBJX9V0,Folkingtons Pure Pressed Valencia Orange Juice - 12 x 250ml Bottles,FOL05 - 001,234,11,0.13,0.24,313,22,0.14,0.34,17.65,6.67,8,0,3.42,0.0,196.0,0.0,8,0,3.418803418803419,24.5,0.8376068376068376,False,FOL
B00M46V7SM,B00M46V7SM,Global Harvest Wild Fennel Pollen Spice 28 g,SPI70 - 001,13,0,0.01,0.0,18,0,0.01,0.0,100.0,0.0,13,0,100.0,0.0,325.65,0.0,8,0,100.0,25.049999999999997,25.049999999999997,False,SPI
B00M46V88Q,B00M46V88Q,Global Harvest Wild Fennel Pollen Spice 5 g,SPI71 - 001,21,1,0.01,0.02,22,1,0.01,0.02,95.45,100.0,8,1,38.1,100.0,77.52,9.69,8,1,38.095238095238095,9.69,3.6914285714285713,False,SPI
B019N2OITO,B019N2OITO,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 001,245,26,0.14,0.56,319,35,0.14,0.55,12.59,22.22,8,2,3.27,7.69,234.2,66.92,8,2,3.2653061224489797,29.275,0.9559183673469387,False,WRA
B01B7GJWSQ,B01B7GJWSQ,Tate and Lyle Fairtrade Light Soft Brown Sugar 25 kg,TATESO002B - 002,30,1,0.02,0.02,42,1,0.02,0.02,97.56,100.0,8,0,26.67,0.0,306.4,0.0,8,0,26.666666666666668,38.3,10.213333333333333,False,TATESO
B0C7J9XG2T,B07Z1P8CY1,Taylors of Harrogate Lapsang Souchong Tea 20 Wrapped & Tagged Tea Bags (Pack of 3),TAYLOR010 - 004 Prime,491,4,0.27,0.09,659,7,0.29,0.11,1.55,0.0,8,0,1.63,0.0,88.56,0.0,8,0,1.6293279022403258,11.07,0.18036659877800407,True,TAYLOR
B08QDX4141,B084D691B5,"Folkington's Elderflower Soft Drink Pressé, 12 Cans, Gently Sparkling, Great Cocktail and Gin Mixer, 250 ml - Pack of 12",FOL10 - 001 Prime,40,1,0.02,0.02,50,1,0.02,0.02,34.04,0.0,10,0,25.0,0.0,184.3,0.0,8,0,25.0,18.43,4.6075,True,FOL
B08N496KGC,B085QK2WY5,Marinated Pitted Olives - Bella Napoli - Healthy Snack - Keto - Low Calorie - Vegan - Vegetarian (2.9Kg),OLI05 - 001,34,1,0.02,0.02,52,1,0.02,0.02,80.0,0.0,9,1,26.47,100.0,217.35,24.15,8,1,26.47058823529412,24.15,6.392647058823529,False,OLI
